porosity,k_pnm,q_pnm,k_edm,q_edm,radius_pore_avg,radius_pore_std,radius_throat_avg,radius_throat_std,length_throat_avg,length_throat_std,connection_n_avg,connection_n_std
0.16081767791072524,7.91124790338734e-14,3.5295540199282996e-08,6.154371467970912e-14,2.7457345314141948e-08,6.947614866472383e-05,1.6861704685598048e-05,2.779721725653835e-05,8.730207323768306e-06,0.0006809885555339025,0.00042671594217270247,3.189125295508274,2.234941718058662
0.25441755936834665,2.016571287102502e-11,3.132281165266413e-05,2.424441489444019e-11,3.765814014235713e-05,0.0002695809300439917,7.130742911244114e-05,0.00012394842923599996,4.198352718888774e-05,0.0022841628336753767,0.0014379290501627929,4.787735849056603,3.858003267655841
0.1976398481061925,4.500152918620979e-12,4.907943737074843e-06,3.467564355251594e-12,3.7817849899812263e-06,0.00019671431844939144,5.477175581163693e-05,9.669575086001557e-05,3.776026308952932e-05,0.0010494262060824283,0.0006486884438999327,3.3028720626631856,2.267874656771811
0.2603866856546281,6.018135265039225e-11,5.088763828651277e-05,4.2145084932317404e-11,3.563668384206964e-05,0.00022628865390549342,7.397585828591942e-05,0.00015405919203412383,7.091846338285776e-05,0.000522641438244792,0.0002991275788729344,3.6355633802816896,1.7660539384708989
0.2519823066706909,6.522854219372888e-12,4.964433351274477e-06,5.654474952920029e-12,4.303524668212065e-06,0.00014095800440066416,4.1536872279830516e-05,7.151660062300913e-05,2.7947843440746077e-05,0.0008077242192484519,0.0005175151225216972,4.146844660194175,3.184312235438408
0.2734202308779056,2.7766803891277285e-11,3.107581136025677e-05,2.669478771062293e-11,2.9876041565519157e-05,0.00022268236187003443,6.445617692935034e-05,0.0001203581109216748,4.7551031788848056e-05,0.0010495548004938603,0.0006549619659991237,4.2184300341296925,2.9477940371365525
0.3044294762346862,1.9904052606621681e-10,0.00015815798516310314,1.3222244017147343e-10,0.00010506420548703828,0.00029231314616480914,0.0001103086797310846,0.00022624622171005918,0.00010896066489402071,0.0006073647934152334,0.00036766860052085,3.944223107569721,1.7253894109869
0.2827224464356949,1.7971474738489057e-13,1.7853394833351474e-08,1.8613928768882889e-13,1.849162767922551e-08,1.8297069753687094e-05,5.175395223274289e-06,9.104719556629927e-06,3.301107415594967e-06,0.0001222223455637015,7.539703051893525e-05,4.7368421052631575,3.9731209591542185
0.2291165228952017,1.7762180109056016e-14,4.3487749890530073e-10,8.433090463688867e-15,2.06470223045501e-10,4.738158375330806e-06,1.355040508415169e-06,2.4271769732255336e-06,9.546928608485062e-07,2.254188268438164e-05,1.451102310526238e-05,3.709158415841584,2.4536929703461685
0.2993130274797622,2.4319112972475605e-11,2.7004397914863227e-05,2.532575941020516e-11,2.8122196947862298e-05,0.00020380772870062504,5.866815803757135e-05,0.00010061428268037184,3.5853546696372854e-05,0.0015027286449522381,0.0009077041222352916,5.4013986013986015,4.25873000561169
0.2968695846137213,1.883781724319756e-11,1.8900547886620487e-05,2.1832582390318987e-11,2.1905285714873386e-05,0.0001833146269143909,5.2354388101631955e-05,9.0531912915606e-05,3.1341395073211854e-05,0.001383383212062893,0.0008372797570841889,5.294605809128631,4.474647959395186
0.2496492101676413,2.3268153503077704e-11,3.252934291844931e-05,1.7438699631989393e-11,2.437965007862724e-05,0.00025010594937994025,7.416338286225908e-05,0.0001266552212145302,4.9365560674879685e-05,0.0015340375310112745,0.0009152193055153873,4.102091020910208,3.2041114510854936
0.1671896215501164,1.1384859918497135e-12,1.2434053863861205e-06,6.059041586047936e-13,6.617424367417265e-07,0.00020234578440993307,5.718309963562908e-05,0.00010504306029866034,4.2919131574085354e-05,0.0008901220160245004,0.0005465536878613848,2.8402366863905324,1.7289501389666524
0.16021492873407284,1.0988108073697597e-13,1.6513391047423074e-08,3.2422465292871844e-14,4.87258447506812e-09,4.4314295812616186e-05,1.3077788262820606e-05,3.022509112333424e-05,1.2440767680547963e-05,9.45236226399501e-05,5.0645450064664424e-05,2.9130434782608696,1.3531252270566898
0.2856902152547359,3.61964528735866e-11,3.0760790503622336e-05,2.6397752132915396e-11,2.2433571763594197e-05,0.00019001605015588776,5.857021622359079e-05,0.00011291187571117029,4.723696789421844e-05,0.0006273293898697965,0.00037452737442694256,4.075256556442417,2.4418045431129745
0.23128307394336606,4.4714790833315216e-12,2.601252153710478e-06,3.012128780870595e-12,1.7522851683911216e-06,0.0001238410900263792,3.690784398714214e-05,7.23978125707591e-05,3.1577625554776036e-05,0.0004193851660153973,0.000242990086144127,3.4631197097944377,2.116219722601452
0.29574784592996384,7.360497648656684e-12,3.2853025244447583e-06,8.333402220804389e-12,3.719551130923702e-06,9.320886537370032e-05,2.8260448166016234e-05,5.25185103567757e-05,2.1000104156273472e-05,0.0003899487941581295,0.0002369014620454793,4.444808743169398,2.919308781412996
0.19240957568160394,4.5602065929706035e-12,2.2979877862895987e-06,5.250632064182152e-12,2.645908273627397e-06,0.00010056728830595634,2.885660596126737e-05,5.300844578898551e-05,2.2944019350369173e-05,0.0004038800532251952,0.0002443143331094518,3.126149802890933,1.826901334887724
0.18927145126324876,4.050721139848874e-12,4.8867893113212265e-06,4.467898815319782e-12,5.3900723898224385e-06,0.00019681435791996018,4.829623653718134e-05,8.220596221966881e-05,2.602066743554892e-05,0.0016933203631169234,0.0010370944201235099,3.6507936507936503,2.641033261688009
0.2563157781415759,8.754148370326161e-13,2.998618585782085e-07,8.784566610461537e-13,3.009037954561111e-07,5.680352933811931e-05,1.572532630582912e-05,2.6116132605892526e-05,8.507430544149486e-06,0.0005521293596933138,0.000333802202761115,4.8347978910369065,4.398528073370403
0.3372040202066475,7.893366509661354e-11,0.0001192481022734184,9.325156623969671e-11,0.00014087870231918175,0.0002897789108350018,8.759859030719971e-05,0.00014934175665629507,5.34562648107078e-05,0.0019166679999176664,0.0011652244641583332,5.609724047306175,4.532419073419385
0.3243479174032898,8.476703317070444e-11,4.8941548324490445e-05,3.870549462434454e-11,2.2347211701580912e-05,0.00022870702075545048,9.106828200040582e-05,0.00018129601008269952,8.806968983446382e-05,0.0004539260407251903,0.0002712658819402357,4.192660550458716,1.9155427248290675
